ID	Fileset	GCM	Ensemble	iYear	iMonth	iDay	fYear	fMonth	fDay	ncol	res_x	nrow	res_y	has_leap	pr_unit	tas_unit	naming	srad_naming	Notes
142	2	miroc_miroc4h	r2i1p1	1980	1	1	1980	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19800101-19801231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_197101-198012.nc	NA
143	2	miroc_miroc4h	r2i1p1	1981	1	1	1981	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19810101-19811231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_198101-199012.nc	NA
144	2	miroc_miroc4h	r2i1p1	1982	1	1	1982	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19820101-19821231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_198101-199012.nc	NA
145	2	miroc_miroc4h	r2i1p1	1983	1	1	1983	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19830101-19831231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_198101-199012.nc	NA
146	2	miroc_miroc4h	r2i1p1	1984	1	1	1984	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19840101-19841231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_198101-199012.nc	NA
147	2	miroc_miroc4h	r2i1p1	1985	1	1	1985	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19850101-19851231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_198101-199012.nc	NA
148	2	miroc_miroc4h	r2i1p1	1986	1	1	1986	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19860101-19861231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_198101-199012.nc	NA
149	2	miroc_miroc4h	r2i1p1	1987	1	1	1987	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19870101-19871231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_198101-199012.nc	NA
150	2	miroc_miroc4h	r2i1p1	1988	1	1	1988	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19880101-19881231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_198101-199012.nc	NA
151	2	miroc_miroc4h	r2i1p1	1989	1	1	1989	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19890101-19891231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_198101-199012.nc	NA
152	2	miroc_miroc4h	r2i1p1	1990	1	1	1990	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19900101-19901231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_198101-199012.nc	NA
153	2	miroc_miroc4h	r2i1p1	1991	1	1	1991	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19910101-19911231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_199101-200012.nc	NA
154	2	miroc_miroc4h	r2i1p1	1992	1	1	1992	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19920101-19921231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_199101-200012.nc	NA
155	2	miroc_miroc4h	r2i1p1	1993	1	1	1993	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19930101-19931231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_199101-200012.nc	NA
156	2	miroc_miroc4h	r2i1p1	1994	1	1	1994	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19940101-19941231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_199101-200012.nc	NA
157	2	miroc_miroc4h	r2i1p1	1995	1	1	1995	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19950101-19951231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_199101-200012.nc	NA
158	2	miroc_miroc4h	r2i1p1	1996	1	1	1996	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19960101-19961231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_199101-200012.nc	NA
159	2	miroc_miroc4h	r2i1p1	1997	1	1	1997	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19970101-19971231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_199101-200012.nc	NA
160	2	miroc_miroc4h	r2i1p1	1998	1	1	1998	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19980101-19981231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_199101-200012.nc	NA
161	2	miroc_miroc4h	r2i1p1	1999	1	1	1999	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_19990101-19991231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_199101-200012.nc	NA
162	2	miroc_miroc4h	r2i1p1	2000	1	1	2000	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_20000101-20001231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_199101-200012.nc	NA
163	2	miroc_miroc4h	r2i1p1	2001	1	1	2001	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_20010101-20011231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_200101-200512.nc	NA
164	2	miroc_miroc4h	r2i1p1	2002	1	1	2002	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_20020101-20021231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_200101-200512.nc	NA
165	2	miroc_miroc4h	r2i1p1	2003	1	1	2003	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_20030101-20031231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_200101-200512.nc	NA
166	2	miroc_miroc4h	r2i1p1	2004	1	1	2004	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_20040101-20041231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_200101-200512.nc	NA
167	2	miroc_miroc4h	r2i1p1	2005	1	1	2005	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r2i1p1_20050101-20051231.nc	rsds_Amon_MIROC4h_historical_r2i1p1_200101-200512.nc	NA
168	3	miroc_miroc4h	r3i1p1	1960	1	1	1960	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19600101-19601231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_195101-196012.nc	NA
169	3	miroc_miroc4h	r3i1p1	1961	1	1	1961	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19610101-19611231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_196101-197012.nc	NA
170	3	miroc_miroc4h	r3i1p1	1962	1	1	1962	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19620101-19621231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_196101-197012.nc	NA
171	3	miroc_miroc4h	r3i1p1	1963	1	1	1963	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19630101-19631231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_196101-197012.nc	NA
172	3	miroc_miroc4h	r3i1p1	1964	1	1	1964	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19640101-19641231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_196101-197012.nc	NA
173	3	miroc_miroc4h	r3i1p1	1965	1	1	1965	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19650101-19651231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_196101-197012.nc	NA
174	3	miroc_miroc4h	r3i1p1	1966	1	1	1966	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19660101-19661231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_196101-197012.nc	NA
175	3	miroc_miroc4h	r3i1p1	1967	1	1	1967	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19670101-19671231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_196101-197012.nc	NA
176	3	miroc_miroc4h	r3i1p1	1968	1	1	1968	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19680101-19681231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_196101-197012.nc	NA
177	3	miroc_miroc4h	r3i1p1	1969	1	1	1969	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19690101-19691231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_196101-197012.nc	NA
178	3	miroc_miroc4h	r3i1p1	1970	1	1	1970	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19700101-19701231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_196101-197012.nc	NA
179	3	miroc_miroc4h	r3i1p1	1971	1	1	1971	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19710101-19711231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_197101-198012.nc	NA
180	3	miroc_miroc4h	r3i1p1	1972	1	1	1972	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19720101-19721231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_197101-198012.nc	NA
181	3	miroc_miroc4h	r3i1p1	1973	1	1	1973	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19730101-19731231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_197101-198012.nc	NA
182	3	miroc_miroc4h	r3i1p1	1974	1	1	1974	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19740101-19741231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_197101-198012.nc	NA
183	3	miroc_miroc4h	r3i1p1	1975	1	1	1975	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19750101-19751231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_197101-198012.nc	NA
184	3	miroc_miroc4h	r3i1p1	1976	1	1	1976	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19760101-19761231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_197101-198012.nc	NA
185	3	miroc_miroc4h	r3i1p1	1977	1	1	1977	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19770101-19771231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_197101-198012.nc	NA
186	3	miroc_miroc4h	r3i1p1	1978	1	1	1978	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19780101-19781231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_197101-198012.nc	NA
187	3	miroc_miroc4h	r3i1p1	1979	1	1	1979	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19790101-19791231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_197101-198012.nc	NA
188	3	miroc_miroc4h	r3i1p1	1980	1	1	1980	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19800101-19801231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_197101-198012.nc	NA
189	3	miroc_miroc4h	r3i1p1	1981	1	1	1981	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19810101-19811231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_198101-199012.nc	NA
190	3	miroc_miroc4h	r3i1p1	1982	1	1	1982	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19820101-19821231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_198101-199012.nc	NA
191	3	miroc_miroc4h	r3i1p1	1983	1	1	1983	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19830101-19831231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_198101-199012.nc	NA
192	3	miroc_miroc4h	r3i1p1	1984	1	1	1984	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19840101-19841231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_198101-199012.nc	NA
193	3	miroc_miroc4h	r3i1p1	1985	1	1	1985	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19850101-19851231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_198101-199012.nc	NA
194	3	miroc_miroc4h	r3i1p1	1986	1	1	1986	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19860101-19861231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_198101-199012.nc	NA
195	3	miroc_miroc4h	r3i1p1	1987	1	1	1987	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19870101-19871231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_198101-199012.nc	NA
196	3	miroc_miroc4h	r3i1p1	1988	1	1	1988	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19880101-19881231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_198101-199012.nc	NA
197	3	miroc_miroc4h	r3i1p1	1989	1	1	1989	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19890101-19891231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_198101-199012.nc	NA
198	3	miroc_miroc4h	r3i1p1	1990	1	1	1990	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19900101-19901231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_198101-199012.nc	NA
199	3	miroc_miroc4h	r3i1p1	1991	1	1	1991	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19910101-19911231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_199101-200012.nc	NA
200	3	miroc_miroc4h	r3i1p1	1992	1	1	1992	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19920101-19921231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_199101-200012.nc	NA
201	3	miroc_miroc4h	r3i1p1	1993	1	1	1993	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19930101-19931231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_199101-200012.nc	NA
202	3	miroc_miroc4h	r3i1p1	1994	1	1	1994	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19940101-19941231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_199101-200012.nc	NA
203	3	miroc_miroc4h	r3i1p1	1995	1	1	1995	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19950101-19951231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_199101-200012.nc	NA
204	3	miroc_miroc4h	r3i1p1	1996	1	1	1996	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19960101-19961231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_199101-200012.nc	NA
205	3	miroc_miroc4h	r3i1p1	1997	1	1	1997	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19970101-19971231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_199101-200012.nc	NA
206	3	miroc_miroc4h	r3i1p1	1998	1	1	1998	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19980101-19981231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_199101-200012.nc	NA
207	3	miroc_miroc4h	r3i1p1	1999	1	1	1999	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_19990101-19991231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_199101-200012.nc	NA
208	3	miroc_miroc4h	r3i1p1	2000	1	1	2000	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_20000101-20001231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_199101-200012.nc	NA
209	3	miroc_miroc4h	r3i1p1	2001	1	1	2001	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_20010101-20011231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_200101-200512.nc	NA
210	3	miroc_miroc4h	r3i1p1	2002	1	1	2002	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_20020101-20021231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_200101-200512.nc	NA
211	3	miroc_miroc4h	r3i1p1	2003	1	1	2003	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_20030101-20031231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_200101-200512.nc	NA
212	3	miroc_miroc4h	r3i1p1	2004	1	1	2004	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_20040101-20041231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_200101-200512.nc	NA
213	3	miroc_miroc4h	r3i1p1	2005	1	1	2005	12	31	640	0.5625	320	0.5625	yes	kg m-2 s-1	K	%var%_day_MIROC4h_historical_r3i1p1_20050101-20051231.nc	rsds_Amon_MIROC4h_historical_r3i1p1_200101-200512.nc	NA
214	1	miroc_miroc5	r1i1p1	1960	1	1	1969	12	31	256	1.40625	128	1.40625	no	kg m-2 s-1	K	%var%_day_MIROC5_historical_r1i1p1_19600101-19691231.nc	rsds_day_MIROC5_historical_r1i1p1_19600101-19691231.nc	NA
215	1	miroc_miroc5	r1i1p1	1970	1	1	1979	12	31	256	1.40625	128	1.40625	no	kg m-2 s-1	K	%var%_day_MIROC5_historical_r1i1p1_19700101-19791231.nc	rsds_day_MIROC5_historical_r1i1p1_19700101-19791231.nc	NA
216	1	miroc_miroc5	r1i1p1	1980	1	1	1989	12	31	256	1.40625	128	1.40625	no	kg m-2 s-1	K	%var%_day_MIROC5_historical_r1i1p1_19800101-19891231.nc	rsds_day_MIROC5_historical_r1i1p1_19800101-19891231.nc	NA
217	1	miroc_miroc5	r1i1p1	1990	1	1	1999	12	31	256	1.40625	128	1.40625	no	kg m-2 s-1	K	%var%_day_MIROC5_historical_r1i1p1_19900101-19991231.nc	rsds_day_MIROC5_historical_r1i1p1_19900101-19991231.nc	NA
218	1	miroc_miroc5	r1i1p1	2000	1	1	2009	12	31	256	1.40625	128	1.40625	no	kg m-2 s-1	K	%var%_day_MIROC5_historical_r1i1p1_20000101-20091231.nc	rsds_day_MIROC5_historical_r1i1p1_20000101-20091231.nc	NA
219	1	mohc_hadcm3	r1i1p1	1959	12	1	1984	11	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r1i1p1_19591201-19841130.nc	rsds_Amon_HadCM3_historical_r1i1p1_195912-198411.nc	*all februaries have 30 days
220	1	mohc_hadcm3	r1i1p1	1984	12	1	2005	12	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r1i1p1_19841201-20051230.nc	rsds_Amon_HadCM3_historical_r1i1p1_198412-200512.nc	*all februaries have 30 days
221	2	mohc_hadcm3	r2i1p1	1959	12	1	1984	11	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r2i1p1_19591201-19841130.nc	rsds_Amon_HadCM3_historical_r2i1p1_195912-198411.nc	*all februaries have 30 days
222	2	mohc_hadcm3	r2i1p1	1984	12	1	2005	12	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r2i1p1_19841201-20051230.nc	rsds_Amon_HadCM3_historical_r2i1p1_198412-200512.nc	*all februaries have 30 days
223	3	mohc_hadcm3	r3i1p1	1959	12	1	1984	11	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r3i1p1_19591201-19841130.nc	rsds_Amon_HadCM3_historical_r3i1p1_195912-198411.nc	*all februaries have 30 days
224	3	mohc_hadcm3	r3i1p1	1984	12	1	2005	12	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r3i1p1_19841201-20051230.nc	rsds_Amon_HadCM3_historical_r3i1p1_198412-200512.nc	*all februaries have 30 days
225	4	mohc_hadcm3	r4i1p1	1959	12	1	1984	11	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r4i1p1_19591201-19841130.nc	rsds_Amon_HadCM3_historical_r4i1p1_195912-198411.nc	*all februaries have 30 days
226	4	mohc_hadcm3	r4i1p1	1984	12	1	2005	12	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r4i1p1_19841201-20051230.nc	rsds_Amon_HadCM3_historical_r4i1p1_198412-200512.nc	*all februaries have 30 days
227	5	mohc_hadcm3	r5i1p1	1959	12	1	1984	11	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r5i1p1_19591201-19841130.nc	rsds_Amon_HadCM3_historical_r5i1p1_195912-198411.nc	*all februaries have 30 days
228	5	mohc_hadcm3	r5i1p1	1984	12	1	2005	12	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r5i1p1_19841201-20051230.nc	rsds_Amon_HadCM3_historical_r5i1p1_198412-200512.nc	*all februaries have 30 days
229	6	mohc_hadcm3	r6i1p1	1959	12	1	1984	11	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r6i1p1_19591201-19841130.nc	rsds_Amon_HadCM3_historical_r6i1p1_195912-198411.nc	*all februaries have 30 days
230	6	mohc_hadcm3	r6i1p1	1984	12	1	2005	12	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r6i1p1_19841201-20051230.nc	rsds_Amon_HadCM3_historical_r6i1p1_198412-200512.nc	*all februaries have 30 days
231	7	mohc_hadcm3	r7i1p1	1959	12	1	1984	11	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r7i1p1_19591201-19841130.nc	rsds_Amon_HadCM3_historical_r7i1p1_195912-198411.nc	*all februaries have 30 days
232	7	mohc_hadcm3	r7i1p1	1984	12	1	2005	12	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r7i1p1_19841201-20051230.nc	rsds_Amon_HadCM3_historical_r7i1p1_198412-200512.nc	*all februaries have 30 days
233	8	mohc_hadcm3	r8i1p1	1959	12	1	1984	11	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r8i1p1_19591201-19841130.nc	rsds_Amon_HadCM3_historical_r8i1p1_195912-198411.nc	*all februaries have 30 days
234	8	mohc_hadcm3	r8i1p1	1984	12	1	2005	12	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r8i1p1_19841201-20051230.nc	rsds_Amon_HadCM3_historical_r8i1p1_198412-200512.nc	*all februaries have 30 days
235	9	mohc_hadcm3	r9i1p1	1959	12	1	1984	11	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r9i1p1_19591201-19841130.nc	rsds_Amon_HadCM3_historical_r9i1p1_195912-198411.nc	*all februaries have 30 days
236	9	mohc_hadcm3	r9i1p1	1984	12	1	2005	12	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r9i1p1_19841201-20051230.nc	rsds_Amon_HadCM3_historical_r9i1p1_198412-200512.nc	*all februaries have 30 days
237	10	mohc_hadcm3	r10i1p1	1959	12	1	1984	11	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r10i1p1_19591201-19841130.nc	rsds_Amon_HadCM3_historical_r10i1p1_195912-198411.nc	*all februaries have 30 days
238	10	mohc_hadcm3	r10i1p1	1984	12	1	2005	12	30	96	3.75	73	2.465753425	all30	kg m-2 s-1	K	%var%_day_HadCM3_historical_r10i1p1_19841201-20051230.nc	rsds_Amon_HadCM3_historical_r10i1p1_198412-200512.nc	*all februaries have 30 days
239	1	mohc_hadgem2_cc	r1i1p1	1959	12	1	1964	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-CC_historical_r1i1p1_19591201-19641130.nc	missing	*all februaries have 30 days
240	1	mohc_hadgem2_cc	r1i1p1	1964	12	1	1969	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-CC_historical_r1i1p1_19641201-19691130.nc	rsds_day_HadGEM2-CC_historical_r1i1p1_19641201-19691130.nc	*all februaries have 30 days
241	1	mohc_hadgem2_cc	r1i1p1	1969	12	1	1974	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-CC_historical_r1i1p1_19691201-19741130.nc	rsds_day_HadGEM2-CC_historical_r1i1p1_19691201-19741130.nc	*all februaries have 30 days
242	1	mohc_hadgem2_cc	r1i1p1	1974	12	1	1979	11	30	192	1.875	145	1.24137931	all30	kg m-2 s-1	K	%var%_day_HadGEM2-CC_historical_r1i1p1_19741201-19791130.nc	rsds_day_HadGEM2-CC_historical_r1i1p1_19741201-19791130.nc	*all februaries have 30 days
