TYPE,VAR,SCALE,P,SEED
s,yield,years,NA,3228
s,yield,years,NA,3224
s,yield,years,NA,3193
s,yield,years,NA,3188
s,yield,years,NA,3156
s,yield,years,NA,3154
s,yield,years,NA,3153
s,yield,years,NA,3136
s,yield,years,NA,3135
s,yield,years,NA,3114
s,yield,years,NA,3109
s,yield,years,NA,31
s,yield,years,NA,3094
s,yield,years,NA,3089
s,yield,years,NA,3067
s,yield,years,NA,3066
s,yield,years,NA,3060
s,yield,years,NA,3023
s,yield,years,NA,3011
s,yield,years,NA,3006
s,yield,years,NA,300
s,yield,years,NA,2999
s,yield,years,NA,2984
s,yield,years,NA,2982
s,yield,years,NA,2976
s,yield,years,NA,2972
s,yield,years,NA,2970
s,yield,years,NA,2960
s,yield,years,NA,2949
s,yield,years,NA,2948
s,yield,years,NA,2937
s,yield,years,NA,2934
s,yield,years,NA,290
s,yield,years,NA,2894
s,yield,years,NA,2893
s,yield,years,NA,2876
s,yield,years,NA,2872
s,yield,years,NA,2866
s,yield,years,NA,2854
s,yield,years,NA,2841
s,yield,years,NA,2823
s,yield,years,NA,2822
s,yield,years,NA,2811
s,yield,years,NA,2801
s,yield,years,NA,2800
s,yield,years,NA,2798
s,yield,years,NA,2792
s,yield,years,NA,2791
s,yield,years,NA,2783
s,yield,years,NA,2771
s,yield,years,NA,2754
s,yield,years,NA,2749
s,yield,years,NA,2746
s,yield,years,NA,2745
s,yield,years,NA,2736
s,yield,years,NA,2721
s,yield,years,NA,2718
s,yield,years,NA,2688
s,yield,years,NA,2687
s,yield,years,NA,2670
s,yield,years,NA,2664
s,yield,years,NA,2649
s,yield,years,NA,264
s,yield,years,NA,2612
s,yield,years,NA,2602
s,yield,years,NA,2587
s,yield,years,NA,258
s,yield,years,NA,2570
s,yield,years,NA,2560
s,yield,years,NA,2559
s,yield,years,NA,2555
s,yield,years,NA,2546
s,yield,years,NA,2540
s,yield,years,NA,2531
s,yield,years,NA,2528
s,yield,years,NA,252
s,yield,years,NA,2516
s,yield,years,NA,2506
s,yield,years,NA,25
s,yield,years,NA,2499
s,yield,years,NA,2496
s,yield,years,NA,2494
s,yield,years,NA,248
s,yield,years,NA,2472
s,yield,years,NA,2448
s,yield,years,NA,2443
s,yield,years,NA,2416
s,yield,years,NA,2403
s,yield,years,NA,240
s,yield,years,NA,2391
s,yield,years,NA,239
s,yield,years,NA,2388
s,yield,years,NA,236
s,yield,years,NA,2356
s,yield,years,NA,2353
s,yield,years,NA,2311
s,yield,years,NA,2310
s,yield,years,NA,2308
s,yield,years,NA,2299
s,yield,years,NA,2289
s,yield,years,NA,2283
s,yield,years,NA,2270
s,yield,years,NA,227
s,yield,years,NA,2261
s,yield,years,NA,2259
s,yield,years,NA,2256
s,yield,years,NA,2254
s,yield,years,NA,2234
s,yield,years,NA,2226
s,yield,years,NA,2210
s,yield,years,NA,2199
s,yield,years,NA,2192
s,yield,years,NA,2188
s,yield,years,NA,2184
s,yield,years,NA,2172
s,yield,years,NA,2170
s,yield,years,NA,2164
s,yield,years,NA,2154
s,yield,years,NA,2137
s,yield,years,NA,2123
s,yield,years,NA,2119
s,yield,years,NA,2115
s,yield,years,NA,2107
s,yield,years,NA,21
s,yield,years,NA,2097
s,yield,years,NA,2081
s,yield,years,NA,2077
s,yield,years,NA,207
s,yield,years,NA,2051
s,yield,years,NA,2049
s,yield,years,NA,204
s,yield,years,NA,2033
s,yield,years,NA,2013
s,yield,years,NA,2009
s,yield,years,NA,2002
s,yield,years,NA,2001
s,yield,years,NA,1998
s,yield,years,NA,1994
s,yield,years,NA,1967
s,yield,years,NA,1957
s,yield,years,NA,1954
s,yield,years,NA,1941
s,yield,years,NA,1930
s,yield,years,NA,1928
s,yield,years,NA,1926
s,yield,years,NA,192
s,yield,years,NA,1916
s,yield,years,NA,1914
s,yield,years,NA,1902
s,yield,years,NA,1901
s,yield,years,NA,1899
s,yield,years,NA,1897
s,yield,years,NA,1895
s,yield,years,NA,1882
s,yield,years,NA,1878
s,yield,years,NA,1877
s,yield,years,NA,1869
s,yield,years,NA,1868
s,yield,years,NA,1856
s,yield,years,NA,1853
s,yield,years,NA,1818
s,yield,years,NA,1801
s,yield,years,NA,180
s,yield,years,NA,1799
s,yield,years,NA,1798
s,yield,years,NA,1776
s,yield,years,NA,1773
s,yield,years,NA,1769
s,yield,years,NA,1757
s,yield,years,NA,1745
s,yield,years,NA,1741
s,yield,years,NA,171
s,yield,years,NA,1700
s,yield,years,NA,1698
s,yield,years,NA,1675
s,yield,years,NA,1668
s,yield,years,NA,1654
s,yield,years,NA,1651
s,yield,years,NA,1647
s,yield,years,NA,164
s,yield,years,NA,1621
s,yield,years,NA,1620
s,yield,years,NA,16
s,yield,years,NA,1594
s,yield,years,NA,1584
s,yield,years,NA,1574
s,yield,years,NA,1568
s,yield,years,NA,1526
s,yield,years,NA,1514
s,yield,years,NA,1511
s,yield,years,NA,1507
s,yield,years,NA,1489
s,yield,years,NA,1481
s,yield,years,NA,1478
s,yield,years,NA,1476
s,yield,years,NA,1462
s,yield,years,NA,145
s,yield,years,NA,1441
s,yield,years,NA,1438
s,yield,years,NA,1434
s,yield,years,NA,1426
s,yield,years,NA,1416
s,yield,years,NA,1415
s,yield,years,NA,1395
s,yield,years,NA,1373
s,yield,years,NA,1371
s,yield,years,NA,1357
s,yield,years,NA,1354
s,yield,years,NA,1342
s,yield,years,NA,1339
s,yield,years,NA,1331
s,yield,years,NA,1319
s,yield,years,NA,1310
s,yield,years,NA,1307
s,yield,years,NA,1306
s,yield,years,NA,1293
s,yield,years,NA,1252
s,yield,years,NA,1237
s,yield,years,NA,1230
s,yield,years,NA,122
s,yield,years,NA,121
s,yield,years,NA,1191
s,yield,years,NA,1181
s,yield,years,NA,1175
s,yield,years,NA,1149
s,yield,years,NA,1147
s,yield,years,NA,1143
s,yield,years,NA,1141
s,yield,years,NA,1137
s,yield,years,NA,1130
s,yield,years,NA,1124
s,yield,years,NA,1119
s,yield,years,NA,1111
s,yield,years,NA,1107
s,yield,years,NA,1087
s,yield,years,NA,1086
s,yield,years,NA,1084
s,yield,years,NA,108
s,yield,years,NA,1061
s,yield,years,NA,1054
s,yield,years,NA,1049
s,yield,years,NA,1046
s,yield,years,NA,1036
s,yield,years,NA,1027
s,yield,years,NA,1026
s,yield,years,NA,1025
s,yield,years,NA,1005
