TYPE,VAR,SCALE,P,SEED
s,prec,all,NA,7010
s,prec,all,NA,7007
s,prec,all,NA,7006
s,prec,all,NA,6998
s,prec,all,NA,6995
s,prec,all,NA,6980
s,prec,all,NA,6962
s,prec,all,NA,6952
s,prec,all,NA,6949
s,prec,all,NA,6946
s,prec,all,NA,6939
s,prec,all,NA,6927
s,prec,all,NA,6921
s,prec,all,NA,6891
s,prec,all,NA,6878
s,prec,all,NA,6875
s,prec,all,NA,6869
s,prec,all,NA,6862
s,prec,all,NA,6840
s,prec,all,NA,6827
s,prec,all,NA,6820
s,prec,all,NA,6803
s,prec,all,NA,6800
s,prec,all,NA,6792
s,prec,all,NA,678
s,prec,all,NA,6773
s,prec,all,NA,6765
s,prec,all,NA,6757
s,prec,all,NA,675
s,prec,all,NA,6741
s,prec,all,NA,6738
s,prec,all,NA,6731
s,prec,all,NA,6725
s,prec,all,NA,6695
s,prec,all,NA,6692
s,prec,all,NA,6690
s,prec,all,NA,6689
s,prec,all,NA,6680
s,prec,all,NA,6673
s,prec,all,NA,6650
s,prec,all,NA,6648
s,prec,all,NA,6645
s,prec,all,NA,6640
s,prec,all,NA,662
s,prec,all,NA,661
s,prec,all,NA,6603
s,prec,all,NA,6595
s,prec,all,NA,6585
s,prec,all,NA,6584
s,prec,all,NA,6569
s,prec,all,NA,6555
s,prec,all,NA,6553
s,prec,all,NA,6550
s,prec,all,NA,6547
s,prec,all,NA,6514
s,prec,all,NA,6513
s,prec,all,NA,6511
s,prec,all,NA,650
s,prec,all,NA,6490
s,prec,all,NA,6485
s,prec,all,NA,648
s,prec,all,NA,6472
s,prec,all,NA,6471
s,prec,all,NA,6466
s,prec,all,NA,6450
s,prec,all,NA,6438
s,prec,all,NA,6434
s,prec,all,NA,6419
s,prec,all,NA,6388
s,prec,all,NA,6380
s,prec,all,NA,6371
s,prec,all,NA,6362
s,prec,all,NA,6358
s,prec,all,NA,6352
s,prec,all,NA,6329
s,prec,all,NA,6325
s,prec,all,NA,6319
s,prec,all,NA,6296
s,prec,all,NA,6291
s,prec,all,NA,6283
s,prec,all,NA,6267
s,prec,all,NA,6259
s,prec,all,NA,6246
s,prec,all,NA,6235
s,prec,all,NA,6222
s,prec,all,NA,622
s,prec,all,NA,6200
s,prec,all,NA,6196
s,prec,all,NA,6185
s,prec,all,NA,6171
s,prec,all,NA,6165
s,prec,all,NA,6157
s,prec,all,NA,6151
s,prec,all,NA,6139
s,prec,all,NA,6120
s,prec,all,NA,6114
s,prec,all,NA,6111
s,prec,all,NA,6101
s,prec,all,NA,6085
s,prec,all,NA,6072
s,prec,all,NA,6057
s,prec,all,NA,6045
s,prec,all,NA,6033
s,prec,all,NA,6009
s,prec,all,NA,6003
s,prec,all,NA,5992
s,prec,all,NA,5986
s,prec,all,NA,598
s,prec,all,NA,5978
s,prec,all,NA,5977
s,prec,all,NA,5968
s,prec,all,NA,5964
s,prec,all,NA,5962
s,prec,all,NA,5958
s,prec,all,NA,5951
s,prec,all,NA,5942
s,prec,all,NA,5930
s,prec,all,NA,5913
s,prec,all,NA,5909
s,prec,all,NA,5907
s,prec,all,NA,5898
s,prec,all,NA,5880
s,prec,all,NA,5876
s,prec,all,NA,5872
s,prec,all,NA,5861
s,prec,all,NA,5858
s,prec,all,NA,5854
s,prec,all,NA,585
s,prec,all,NA,5849
s,prec,all,NA,5842
s,prec,all,NA,5829
s,prec,all,NA,5805
s,prec,all,NA,5793
s,prec,all,NA,5790
s,prec,all,NA,5785
s,prec,all,NA,5777
s,prec,all,NA,5774
s,prec,all,NA,5767
s,prec,all,NA,5759
s,prec,all,NA,5746
s,prec,all,NA,5737
s,prec,all,NA,5730
s,prec,all,NA,5727
s,prec,all,NA,5711
s,prec,all,NA,5705
s,prec,all,NA,5703
s,prec,all,NA,5700
s,prec,all,NA,5673
s,prec,all,NA,5664
s,prec,all,NA,5663
s,prec,all,NA,5654
s,prec,all,NA,5647
s,prec,all,NA,5646
s,prec,all,NA,5635
s,prec,all,NA,5629
s,prec,all,NA,5621
s,prec,all,NA,5614
s,prec,all,NA,5610
s,prec,all,NA,5598
s,prec,all,NA,5572
s,prec,all,NA,5559
s,prec,all,NA,5542
s,prec,all,NA,5536
s,prec,all,NA,5532
s,prec,all,NA,551
s,prec,all,NA,549
s,prec,all,NA,5487
s,prec,all,NA,5462
s,prec,all,NA,5460
s,prec,all,NA,5452
s,prec,all,NA,5446
s,prec,all,NA,5417
s,prec,all,NA,541
s,prec,all,NA,5399
s,prec,all,NA,5397
s,prec,all,NA,5372
s,prec,all,NA,5370
s,prec,all,NA,5361
s,prec,all,NA,5356
s,prec,all,NA,5341
s,prec,all,NA,5332
s,prec,all,NA,5331
s,prec,all,NA,5328
s,prec,all,NA,532
s,prec,all,NA,5314
s,prec,all,NA,5312
s,prec,all,NA,5306
s,prec,all,NA,530
s,prec,all,NA,5298
s,prec,all,NA,5292
s,prec,all,NA,5277
s,prec,all,NA,5269
s,prec,all,NA,5263
s,prec,all,NA,5246
s,prec,all,NA,524
s,prec,all,NA,5237
s,prec,all,NA,5231
s,prec,all,NA,5221
s,prec,all,NA,5209
s,prec,all,NA,5208
s,prec,all,NA,5205
s,prec,all,NA,5188
s,prec,all,NA,5171
s,prec,all,NA,5154
s,prec,all,NA,5149
s,prec,all,NA,5142
s,prec,all,NA,5123
s,prec,all,NA,5122
s,prec,all,NA,5116
s,prec,all,NA,5106
s,prec,all,NA,5105
s,prec,all,NA,5103
s,prec,all,NA,5091
s,prec,all,NA,5088
s,prec,all,NA,5064
s,prec,all,NA,5062
s,prec,all,NA,506
s,prec,all,NA,5053
s,prec,all,NA,5033
s,prec,all,NA,503
s,prec,all,NA,5027
s,prec,all,NA,5011
s,prec,all,NA,5001
s,prec,all,NA,4996
s,prec,all,NA,4992
s,prec,all,NA,4988
s,prec,all,NA,4981
s,prec,all,NA,4967
s,prec,all,NA,4946
s,prec,all,NA,4942
s,prec,all,NA,4935
s,prec,all,NA,4924
s,prec,all,NA,4923
s,prec,all,NA,4896
s,prec,all,NA,4874
s,prec,all,NA,4867
s,prec,all,NA,4861
s,prec,all,NA,4828
s,prec,all,NA,4781
s,prec,all,NA,4760
s,prec,all,NA,4746
s,prec,all,NA,4729
s,prec,all,NA,4690
s,prec,all,NA,4686
s,prec,all,NA,4685
s,prec,all,NA,4682
s,prec,all,NA,4670
s,prec,all,NA,4666
s,prec,all,NA,4664
s,prec,all,NA,4658
s,prec,all,NA,4656
s,prec,all,NA,4647
s,prec,all,NA,4638
s,prec,all,NA,4637
s,prec,all,NA,4629
s,prec,all,NA,4623
s,prec,all,NA,4612
s,prec,all,NA,4607
s,prec,all,NA,4602
s,prec,all,NA,4600
s,prec,all,NA,460
s,prec,all,NA,4579
s,prec,all,NA,4570
s,prec,all,NA,457
s,prec,all,NA,4542
s,prec,all,NA,4537
s,prec,all,NA,4533
s,prec,all,NA,4522
s,prec,all,NA,4515
s,prec,all,NA,451
s,prec,all,NA,4506
s,prec,all,NA,4471
s,prec,all,NA,4464
s,prec,all,NA,4436
s,prec,all,NA,4435
s,prec,all,NA,443
s,prec,all,NA,4424
s,prec,all,NA,4412
s,prec,all,NA,4411
s,prec,all,NA,4407
s,prec,all,NA,4402
s,prec,all,NA,4376
s,prec,all,NA,4374
s,prec,all,NA,4370
s,prec,all,NA,4357
s,prec,all,NA,4352
s,prec,all,NA,4345
s,prec,all,NA,4335
s,prec,all,NA,4293
s,prec,all,NA,429
s,prec,all,NA,4274
s,prec,all,NA,4268
s,prec,all,NA,4260
s,prec,all,NA,4259
s,prec,all,NA,424
s,prec,all,NA,4238
s,prec,all,NA,4222
s,prec,all,NA,4221
s,prec,all,NA,4210
s,prec,all,NA,4204
s,prec,all,NA,4201
s,prec,all,NA,4192
s,prec,all,NA,4178
s,prec,all,NA,4177
s,prec,all,NA,4165
s,prec,all,NA,4150
s,prec,all,NA,415
s,prec,all,NA,4144
s,prec,all,NA,414
s,prec,all,NA,4121
s,prec,all,NA,4112
s,prec,all,NA,4110
s,prec,all,NA,4106
s,prec,all,NA,4104
s,prec,all,NA,4102
s,prec,all,NA,41
s,prec,all,NA,4093
s,prec,all,NA,4090
s,prec,all,NA,4085
s,prec,all,NA,4069
s,prec,all,NA,4061
s,prec,all,NA,4060
s,prec,all,NA,4055
s,prec,all,NA,4037
s,prec,all,NA,4034
s,prec,all,NA,4031
s,prec,all,NA,4013
s,prec,all,NA,3991
s,prec,all,NA,3987
s,prec,all,NA,3981
s,prec,all,NA,3970
s,prec,all,NA,3945
s,prec,all,NA,3939
s,prec,all,NA,3937
s,prec,all,NA,3930
s,prec,all,NA,3929
s,prec,all,NA,3928
s,prec,all,NA,3900
s,prec,all,NA,3897
s,prec,all,NA,389
s,prec,all,NA,3886
s,prec,all,NA,3883
s,prec,all,NA,3881
s,prec,all,NA,3878
s,prec,all,NA,3877
s,prec,all,NA,3873
s,prec,all,NA,3871
s,prec,all,NA,3856
s,prec,all,NA,3854
s,prec,all,NA,3838
s,prec,all,NA,383
s,prec,all,NA,3821
s,prec,all,NA,3815
s,prec,all,NA,3811
s,prec,all,NA,380
s,prec,all,NA,3799
s,prec,all,NA,3782
s,prec,all,NA,3779
s,prec,all,NA,3775
s,prec,all,NA,3773
s,prec,all,NA,3764
s,prec,all,NA,3749
s,prec,all,NA,3710
s,prec,all,NA,371
s,prec,all,NA,3702
s,prec,all,NA,3699
s,prec,all,NA,3698
s,prec,all,NA,3678
s,prec,all,NA,3677
s,prec,all,NA,3669
s,prec,all,NA,3667
s,prec,all,NA,3646
s,prec,all,NA,3619
s,prec,all,NA,3601
s,prec,all,NA,3599
s,prec,all,NA,3597
s,prec,all,NA,359
s,prec,all,NA,3583
s,prec,all,NA,357
s,prec,all,NA,3562
s,prec,all,NA,3549
s,prec,all,NA,3547
s,prec,all,NA,3545
s,prec,all,NA,3541
s,prec,all,NA,3536
s,prec,all,NA,3525
s,prec,all,NA,3515
s,prec,all,NA,3514
s,prec,all,NA,3512
s,prec,all,NA,3493
s,prec,all,NA,3491
s,prec,all,NA,3478
s,prec,all,NA,3467
s,prec,all,NA,3440
s,prec,all,NA,3436
s,prec,all,NA,3396
s,prec,all,NA,3387
s,prec,all,NA,3379
s,prec,all,NA,3375
s,prec,all,NA,3374
s,prec,all,NA,3370
s,prec,all,NA,3369
s,prec,all,NA,3367
s,prec,all,NA,3320
s,prec,all,NA,3319
s,prec,all,NA,3317
s,prec,all,NA,3308
s,prec,all,NA,3296
s,prec,all,NA,3285
s,prec,all,NA,3273
s,prec,all,NA,3264
s,prec,all,NA,3242
s,prec,all,NA,3241
s,prec,all,NA,322
s,prec,all,NA,3216
s,prec,all,NA,3213
s,prec,all,NA,3211
s,prec,all,NA,3209
s,prec,all,NA,32
s,prec,all,NA,3198
s,prec,all,NA,3178
s,prec,all,NA,3169
s,prec,all,NA,3163
s,prec,all,NA,3150
s,prec,all,NA,315
s,prec,all,NA,3137
s,prec,all,NA,3127
s,prec,all,NA,3117
s,prec,all,NA,311
s,prec,all,NA,3108
s,prec,all,NA,3093
s,prec,all,NA,3091
s,prec,all,NA,3089
s,prec,all,NA,3080
s,prec,all,NA,3066
s,prec,all,NA,3052
s,prec,all,NA,3049
s,prec,all,NA,3045
s,prec,all,NA,3043
s,prec,all,NA,3040
s,prec,all,NA,3033
s,prec,all,NA,3028
s,prec,all,NA,3026
s,prec,all,NA,3007
s,prec,all,NA,3000
s,prec,all,NA,299
s,prec,all,NA,2982
s,prec,all,NA,2962
s,prec,all,NA,2960
s,prec,all,NA,2958
s,prec,all,NA,2956
s,prec,all,NA,2952
s,prec,all,NA,2937
s,prec,all,NA,2924
s,prec,all,NA,2899
s,prec,all,NA,2896
s,prec,all,NA,2883
s,prec,all,NA,2867
s,prec,all,NA,2864
s,prec,all,NA,2860
s,prec,all,NA,2851
s,prec,all,NA,285
s,prec,all,NA,2839
s,prec,all,NA,2825
s,prec,all,NA,2824
s,prec,all,NA,2823
s,prec,all,NA,2808
s,prec,all,NA,2800
s,prec,all,NA,2796
s,prec,all,NA,2789
s,prec,all,NA,2786
s,prec,all,NA,2785
s,prec,all,NA,2784
s,prec,all,NA,2782
s,prec,all,NA,2748
s,prec,all,NA,2738
s,prec,all,NA,2734
s,prec,all,NA,2715
s,prec,all,NA,2681
s,prec,all,NA,2676
s,prec,all,NA,2666
s,prec,all,NA,2661
s,prec,all,NA,2655
s,prec,all,NA,2654
s,prec,all,NA,2643
s,prec,all,NA,262
s,prec,all,NA,2619
s,prec,all,NA,2605
s,prec,all,NA,2600
s,prec,all,NA,2596
s,prec,all,NA,2589
s,prec,all,NA,2587
s,prec,all,NA,2578
s,prec,all,NA,2575
s,prec,all,NA,2572
s,prec,all,NA,256
s,prec,all,NA,2556
s,prec,all,NA,2538
s,prec,all,NA,253
s,prec,all,NA,2525
s,prec,all,NA,2512
s,prec,all,NA,2503
s,prec,all,NA,2473
s,prec,all,NA,247
s,prec,all,NA,2461
s,prec,all,NA,2454
s,prec,all,NA,2448
s,prec,all,NA,2440
s,prec,all,NA,2419
s,prec,all,NA,2417
s,prec,all,NA,2410
s,prec,all,NA,2407
s,prec,all,NA,2406
s,prec,all,NA,2390
s,prec,all,NA,2389
s,prec,all,NA,2385
s,prec,all,NA,2354
s,prec,all,NA,2338
s,prec,all,NA,232
s,prec,all,NA,2317
s,prec,all,NA,2315
s,prec,all,NA,2311
s,prec,all,NA,2303
s,prec,all,NA,2301
s,prec,all,NA,2300
s,prec,all,NA,2299
s,prec,all,NA,228
s,prec,all,NA,2266
s,prec,all,NA,2257
s,prec,all,NA,2256
s,prec,all,NA,2244
s,prec,all,NA,2242
s,prec,all,NA,2232
s,prec,all,NA,2216
s,prec,all,NA,2212
s,prec,all,NA,2200
s,prec,all,NA,2190
s,prec,all,NA,2182
s,prec,all,NA,2170
s,prec,all,NA,215
s,prec,all,NA,2145
s,prec,all,NA,2118
s,prec,all,NA,2104
s,prec,all,NA,2096
s,prec,all,NA,2086
s,prec,all,NA,2074
s,prec,all,NA,2069
s,prec,all,NA,2037
s,prec,all,NA,2036
s,prec,all,NA,2030
s,prec,all,NA,2028
s,prec,all,NA,202
s,prec,all,NA,1997
s,prec,all,NA,1992
s,prec,all,NA,1974
s,prec,all,NA,1966
s,prec,all,NA,1965
s,prec,all,NA,1964
s,prec,all,NA,1960
s,prec,all,NA,1957
s,prec,all,NA,1955
s,prec,all,NA,1942
s,prec,all,NA,1935
s,prec,all,NA,1931
s,prec,all,NA,1915
s,prec,all,NA,1913
s,prec,all,NA,1897
s,prec,all,NA,1884
s,prec,all,NA,1871
s,prec,all,NA,1856
s,prec,all,NA,1840
s,prec,all,NA,1837
s,prec,all,NA,1804
s,prec,all,NA,1761
s,prec,all,NA,1749
s,prec,all,NA,1721
s,prec,all,NA,1699
s,prec,all,NA,1695
s,prec,all,NA,1694
s,prec,all,NA,1692
s,prec,all,NA,1631
s,prec,all,NA,1623
s,prec,all,NA,1620
s,prec,all,NA,1609
s,prec,all,NA,1599
s,prec,all,NA,159
s,prec,all,NA,1582
s,prec,all,NA,1575
s,prec,all,NA,1561
s,prec,all,NA,155
s,prec,all,NA,1549
s,prec,all,NA,1542
s,prec,all,NA,1518
s,prec,all,NA,1516
s,prec,all,NA,1503
s,prec,all,NA,1493
s,prec,all,NA,1466
s,prec,all,NA,1454
s,prec,all,NA,1442
s,prec,all,NA,1439
s,prec,all,NA,1433
s,prec,all,NA,1430
s,prec,all,NA,1426
s,prec,all,NA,1409
s,prec,all,NA,1407
s,prec,all,NA,1393
s,prec,all,NA,1368
s,prec,all,NA,1365
s,prec,all,NA,1352
s,prec,all,NA,1351
s,prec,all,NA,1349
s,prec,all,NA,1347
s,prec,all,NA,1340
s,prec,all,NA,1333
s,prec,all,NA,1330
s,prec,all,NA,1329
s,prec,all,NA,132
s,prec,all,NA,1311
s,prec,all,NA,1299
s,prec,all,NA,1294
s,prec,all,NA,1285
s,prec,all,NA,1274
s,prec,all,NA,127
s,prec,all,NA,1265
s,prec,all,NA,1262
s,prec,all,NA,1242
s,prec,all,NA,1229
s,prec,all,NA,1224
s,prec,all,NA,1220
s,prec,all,NA,1215
s,prec,all,NA,120
s,prec,all,NA,1195
s,prec,all,NA,1193
s,prec,all,NA,1191
s,prec,all,NA,1187
s,prec,all,NA,1176
s,prec,all,NA,1172
s,prec,all,NA,1165
s,prec,all,NA,1160
s,prec,all,NA,1143
s,prec,all,NA,1137
s,prec,all,NA,1134
s,prec,all,NA,1115
s,prec,all,NA,1109
s,prec,all,NA,1103
s,prec,all,NA,1086
s,prec,all,NA,1079
s,prec,all,NA,1067
s,prec,all,NA,105
s,prec,all,NA,1037
s,prec,all,NA,1027
s,prec,all,NA,1026
s,prec,all,NA,1013
s,prec,all,NA,1012
s,prec,all,NA,101
